326492425734459392	Mariners are off to a good start! @ Minute Maid Park http://t.co/gdmeuSeCup	good
410907329727455232	Hobbes is sick again so another trip to the vet tonight. I'm really hoping they can keep him on the medicine that suppressed his vomiting.	good
139877896532656128	@pnut I'm thankful I got to see the sun rise and set with my family ... again	good
399172843746770944	The Christmas season is simply.... fattening. 	good
161144122017722368	@Carly_46 might want to catch the news this morning ..... RIP joePa	good
283831675362893824	Adult Hap-pay Hap-pay Hap-pay Happy Happy Happy Duck Dynasty T-Shirt - Go All Out Screenprinting	bad
426351177434136576	RT @verge: Nokia sold 8.2 million Lumia smartphones last quarter http://t.co/clGkmqKFyY http://t.co/1gcxpnnwmC	bad
279332642871209984	RT @HarleyBieberX: Idk I just want Justin	good
393569885009494016	@JKnDEWsCareBear Ughhh just ignore it Hun! So ridiculous!	good
468206121010741249	I just entered to win a $200 Target giftcard from 123 Magic Parenting. You can too at http://t.co/jWinmb5Vk3 http://t.co/w0tEzHyfuc	bad
146614787869114369	In a must-read post @jeff_wise shares how he shook off negativity&followed his passion to succeed online http://t.co/2mzPajQJ #blogboost	bad
411267356925505536	I love love love my December @POPSUGARMH box! Only I wrapped presents earlier this week so I'll save the wrapping paper for next year.	good
400439424078864384	@BrandiTheWanted If I'm not mistaken I believe the JoBros have a couple of Jingle Ball shows they are appearing at.	good
177602451564797954	Join me as I interview @ResultsLady on "Facebook Fan Page Strategy" at 2:00p.m. tomorrow.Register at http://t.co/6aZ1lAak	bad
280947319157977088	Whether you're a stay-at-home mom, student, retired or just want to work from home, paid surveys is one of t http://t.co/5NSR3oho	bad
187161584332840961	My adoption should go through today and I'm bringing her home, any suggestions on names? http://t.co/L7n6WBAq	good
170507154124570624	Dynamic biz women #NAMS7 instructors @ConnieGreen @CarrieWilkerson @NicoleDean @SusanneMyers @MaritzaParra @MarniePehrson #FF	bad
468444988884267009	Sunday Dinners  @BiCulturalKitch  http://t.co/aWiQOcEJka	bad
287603941791911938	UGG Women's Dakota Moccasins - UGG  http://t.co/lEwwrjdo	bad
266970054711730176	RT @TheAMAs: .@JustinBieber is CONFIRMED to rock the #AMAs stage for the 3rd time + is nominated for 3 awards. http://t.co/uusM9UpZ #AMA ...	good
285381430266183681	Larry L. King Dies: Playwright Of 'The Best Little Whorehouse In Texas' Dead At 83 -   http://t.co/QCtJMNHN	bad
330094572090818561	Gostei de um vÃ­deo @YouTube http://t.co/CTRQgh1adu Boys - As Long As You Love Me	bad
150602457288933378	RT @DiscoPriest: Happy holidays to you all, my friends.	good
406000634891366401	Photoset: Bright days are always the best. The blue sky keeps me motivated and away from stress. (Still... http://t.co/0PUWE0NL7w	good
361121221091405824	Live tweeting from hell, cioè l'auto di mio padre	good
394514418773790720	I slept 9 hours straight through! That never happens, but was needed!!	good
394919642944507904	@thewantedbianca Dud they? Cause they told me no! Talking over phone or email?	good
468804690331721728	#WIN a #ThanksBaby Prize Package ARV:$100 from @Pampers @oopsimpregnant  Ends 5/20 http://t.co/20n7fq7ceS	bad
406864383130611713	RT @MollyGotThots_: Keep my name out your mouth UNLESS you praying for me 🙅👄👉🙏	good
126393259512709120	New: Trade Show Exhibits | Share with Online Community | Marketing Port St Lucie http://t.co/90cAR2Zs #blogboost #smallbusiness	bad
282261265240440832	LEGO Kids' 9002113 Star Wars Darth Vader Mini-Figure Alarm Clock - LEGO  http://t.co/xfWScHoS	bad
283078895589265408	I am here to share how I beat my sarcoidosis and how 1,000s of sarcoidosis sufferers have beat this thing http://t.co/MV4Li6IE	bad
295037293956321280	Remember, you also have 60 days of risk free trial of my course to go with your trial of Anime Studio, so yo http://t.co/uyJc5PGM	bad
447871867001794560	@Chelikans @SiimoneTW @NathanTheWanted Shushhh! Watch him hate the gift and throw it at me!	good
452478107182592000	http://t.co/BuW3SEHKSH Pela 1Âª vez no mundo, vocÃª assiste um vÃ­deo e faz uma doaÃ§Ã£o DE VERDADE p/ uma ONG #DoeSeuView #ad	bad
468075967231959040	Enter to #win a $100 #Amazon gift card #sweepstakes #giveaway http://t.co/ZYiTVldopv	bad
313792722752385024	Gostei de um vÃ­deo @YouTube http://t.co/YMSXBK1JUZ do LoL #01	bad
165933956456386560	FEAR F=False E=Evidence A=Appearing R=Real Remember this next time you get that feeling! @csspecialists [Very true; mind can amplify FEAR]	bad
287690045450747905	Plugable USB 2.0 10 Port Hub (with Power Adapter) - by Plugable Technologies  http://t.co/ad3xLUri	bad
283480895489470464	The Hobbit: An Unexpected Christmas -   http://t.co/x12psKDU	bad
285299773861404672	eForCity TPU Rubber Skin Case Compatible With Apple? iPhone? 4, Clear Dark Purple S Shape - by Generic  http://t.co/UcMBSDRH	bad
421043376260018176	Did you know @pixelettepinups had an instagram?! I didn't!  http://t.co/WWb6hmtHDP  follow it. #pinup	good
460211401714200577	@ZoyaNailPolish Have you tried Dr Loosen? It's my new favorite! Kind of sweet &amp; kind of bubbly!	good
467659240472326144	RT @CRMediaHub: Join us for Rewards of Giving Back Twitter Party 5/19 at 10am sponsored by @Cricketnation and win 1 of 3 $100 GC #CricketNaâ€¦	bad
394980123222757377	@CourtinCanada @SivaTheWanted Thank you!!! He's such a babe!	good
425309261313216512	RT @Donnika_Lashona: 🎧In the club, high off purp, with some shades on😎🎶	good
334509907321688064	Gostei de um vÃ­deo @YouTube de @3gamemasters http://t.co/qwUFIvHlzM Lvl 1 Ezreal Pentakill	bad
407074019368632320	What if trees gave off wifi signals?	good
409184225838235648	3 episodes behind. #Arrow #GetGlue http://t.co/TwgCEA7x3E	good
288588064836694016	If you felt more focused and comfortable when studying how much would that help you in the future -	bad
400030460702490625	@annap_TW It's ok Jiva is hot 😑	good
283746018141548544	Tech Armor Apple New iPhone 5 High Definition (HD) Clear Screen Protector with Lifetime Replacement Warra http://t.co/KuZ6fiRK	bad
431119361974472704	RT @ImageComics: New Comics! APOCALYPSE AL #1, DRUMHELLAR #4, INVINCIBLE UNIVERSE #10, LAZARUS #6, MINIMUM WAGE #2, &amp; more out today! http:…	bad
465955237954473984	Gostei de um vÃ­deo @YouTube http://t.co/5ZiHtv5zZGÃ£o em Destaque - Braum, o CoraÃ§Ã£o de Freljord	bad
288062382364839936	Guided Imagery is a therapeutic technique in which YOU listen to instructions given in a specific, descri	bad
284653133978804224	Netflix down: 'A Christmas Story,' 'It's a Wonderful Life' unavailable after ... -   http://t.co/vqPZhrwu	bad
473335942271746048	@melovecoffee That's a good idea. May have to watch that myself to put cuteness into my brain!	good
395287903641038848	@BlancoDiddy Done!!! So cute!	good
320129189254668289	Totally exhausted and couldn't sleep last night	good
283912893123158019	Invicta Men's 12845 Specialty Black Dial Watch with Red/Black Bezel - Invicta  http://t.co/hFVs42Yv	bad
461836285007507457	http://t.co/aQK3oThRdj Entre no Facebook da UniÃ£o e declare seu amor por sua mÃ£e. #ingredienteprincipal #ad	bad
468871339856908289	http://t.co/RS7fsVhMVB Voe TAM! Ofertas SP-Orlando a partir de R$2.106 ida e volta. Voe a partir de Junho. #ad	bad
369444582888456192	@LaVladina mi è successa una cosa simile legata, però, al mio cognome. Dio cristo aòlskdòlaksd	good
395204449297518592	We owe her drinks!! RT @SarahMayhem: Biggest thanks to my girl @ConcertKatie ...she is the ultimate hack when it comes to tricks and info ;)	good
268489906203004928	RT @g0dstin: #BieberinBROOKLYN it was the most amazing thing I've ever been apart of. &amp; to know that the money was going to Sandy vi ...	good
280868226240495618	Philips Norelco PT720/41 Powertouch Electric Razor - by Philips  http://t.co/zml82rxT	bad
287959444724277248	Harry Potter: The Complete 8-Film Collection - Daniel Radcliffe	bad
268489374155558912	RT @annaaieelloo: #BIEBERinBROOKLYN wa amazingg it took me till half the show to stop cryingg. You were perfect @justinbieber	good
419896030679678976	RT @JasmineTitus4: Thought I was in love but I guess that was just in my mind	good
359599012086685697	La nostra amicizia, negli anni, è diventata come le tue sopracciglia: abbastanza 'na merda. Complimenti &lt;3	good
283569413037367296	Dance Central 3 - by Microsoft  http://t.co/JBFAHizO	bad
286930348904947713	Learn how to tell a great story in mere minutes, using 7 simple steps -	bad
288677108283240448	Rose Parade 2013: See The Floats Here In Case You Missed Them [Video] -   http://t.co/Ax1LbWFU	bad
382151612086484992	@dtfabi (io sono curiosa senza ritegno) (ma quindi che studierai all'uni? se non ho capito male) (ti importuno, oddio)	good
286439132765511680	Greenies 27 oz Canister Teenie 96 Count - by Greenies  http://t.co/9vLIuNm0	bad
393844358963027969	@xnicoleemarie Max wasn't there, he didn't feel good.	good
217474680628592640	@TwittsMcGee you make me miss my home town more than anyone else on the interwebs	good
313130427680432128	Gostei de um vÃ­deo @YouTube http://t.co/XFzn28u2lZ over the Rainbow - Israel "IZ" KamakawiwoÊ»ole	bad
288941530297810944	Lakers guard Bryant finally joins Twitter world -   http://t.co/kS41qsrm	bad
166318563584507904	@ChrisWarcraft well placed punts ftw, well to bad the kicking game doesn't really matter in big time games #sarcasm	good
288412546082435072	Celebration of Fatah in Gaza Signals Easing of Rift With Hamas -   http://t.co/1soGuQRg	bad
393548369101983744	@travelgirl1971 Thank you :)	good
398257239385210880	@GypsyLullaby7 @yikes77 @Sheena6076 @SarahMayhem @lilbrowngrrl Max is pretty! Those damn eyes are a killer! Maria you better go lol.	good
58246818496131072	RT @g4tv: First Episode of Mortal Kombat web series arrives. Watch it right here! http://bit.ly/gFijHG	good
409117889501749250	I hope I get a job soon so I have more to do than track packages. What did I even do before I tracked packages?	good
398311898116268032	@BabyBloquita Nope you stick with those geriatrics 😂😜	good
384614550596632576	Progetti un sito, incontri il cliente, parte "The rains of Castamere"	good
266973912485740544	RT @justinbieber: gnite world. see u at #VSFashionShow  tomorrow	good
283914271170109441	The for past few years, I have been using a very POWERFUL plugin for WordPress that allows me to capture t http://t.co/Gi6NH6XG	bad
266966951329415168	RT @justinbieber: Gonna try to work with Red Cross to have u guys all help donate for those affected by hurricane sandy	good
398816970826473472	@marinaathegreat Have you heard of Katy's new songs? :))	good
404783004436152320	😂😂😂😂 RT @MikeyBoyCanada: the Wanted &gt; one direction. Come at me bro	good
4009738271	Attended the #NASSCOM #CEO #Summit today. It is much better this year. Kudos to Suporno Da and Gourab Da.	bad
174994796618846208	@nachosarah I'm sure that thing is like a wore out ham wallet anyway	good
283652270145560576	Leachco Snoogle Total Body Pillow - by Leachco  http://t.co/uYn4wm87	bad
279661635394740224	SF Matte Black - Apple iPhone 5 Ringke SLIM Soft Feeling Premium Hard Case ATT, Verizon, Sprint and Unloc http://t.co/hZwQZfqn	bad
412286721707880448	RT @JasmineTitus4: @Lil_rip_3000 ❤️❤️❤️❤️❤️😘	good
288764319984922624	And this amazing platform allows us to copy our tradesinto your account in real-time -   http://t.co/GIdZOTQW	bad
409545335795511297	I love Jasmine	good
468728031691825154	$50 Amazon Gift Card Giveaway! @CouponQueenofTX #CouponQueenofTX #giveaways http://t.co/9PHHsBjr2M	bad
473309613933481985	Just got today's #GameofThrones sticker. Get yours in the next 1h:13m. #tvtag http://t.co/vVU4JKtEiJ #GameofThrones	good
237737478797275138	@Anafielle you have plenty of time, don't get in a rush	good
466674892847722496	RT @ImageComics: SEX CRIMINALS co-creator @MattFracion is author of the month at Barnes &amp; Noble! Check out his graphic novel picks: http://…	bad
467703977509801984	#WIN a #ThanksBaby Prize Package ARV:$100 from @Pampers @oopsimpregnant  Ends 5/20 http://t.co/20n7fq7ceS	bad
3282370130	Do not just 'Do' it. Add value when you 'Do' it.	good
428981956152676352	RT @dijibe: À Paris et à Pékin, le Nouvel An chinois est chaque année l'occasion d'un festival de couleurs http://t.co/VS5q3NU2xN http://t.…	bad
435541187169374208	RT @ImageComics: Last chance for Leading Ladies on Comixology for $0.99! Rocket over &amp; grab Rocket Girl #1 by @BMontclare @amyreeder! http:…	bad
287692196323405824	Rise of the Guardians (Three-Disc Combo: Blu-ray 3D/Blu-ray/DVD/Digital Copy +UltraViolet) - Chris Pine  http://t.co/aPUjGk4T	bad
278974042751500288	A lot of girls (and their parents) are understandably scared of what pointe work will do to their feet, an	bad
279582927241740288	5 tips to stay safe on public Wi-Fi -	bad
56837691869896704	@akunose Aww *hugs*	good
266971401947320321	RT @justinbieber: ok...wake me up? #GIRLFRIEND #ThruYourEyes - http://t.co/BCVkIPSa	good
219150032660742144	RT @Jasyla_: New @ Cannot be Tamed - Resto Druid Changes (Mists Build 15799) http://t.co/XlC5nVGk	good
404799545424740353	🙌🙌🙌🙌 RT @lilbrowngrrl: They really tryin it with this "icon" business #tryagain	good
467646482212868096	Giveaway - $25 Papa Murphy's Pizza Gift Card  http://t.co/eNDGc12jlM	bad
187945906283352065	Do you want customers who buy from you again and again? Download my Special Report at http://t.co/NqLsKPgx	bad
188409596405235713	The Law of Success http://t.co/KrIA8Jve via @TeresaBeeman {Watch for Teresa's future posts on this topic}	bad
348269213594558464	@wilw The triple Riker #bc2013 https://t.co/F9dGWJf3Mp	good
272787868538269696	RT @justinbieber: everyone loves the Wink, Nod, Smile - http://t.co/NZ5N1IzV #giveback	good
283400221558448128	Wie Du Schnell Abnimmst | Programm F黵 Den Fettabbau | Fett Verbrennen -	bad
398080396216131584	@sandsra_ WAT. Hahaha.	good
287959073939390464	Zumba Fitness Core - by Majesco Sales Inc.  http://t.co/u0Ll51v7	bad
288937618597621760	Which is why 'Turning Cupcakes Into Cash and#8211; How To Start a Cupcake Business From Home' is such a b	bad
394698524388229120	@SykesSexual No it's mid tempo. It was written by Jay and Siva. Let me find the link so you can hear the preview.	good
84793312808148993	Improve Customer Satisfaction - Get To Know Your Customers. http://t.co/wzx9yzL	bad
404409972802744320	@desertlil1 Um no twin that wasn't their first performance! You West Coasters like to forget RCMH ;) How are you feeling?	good
461217879828873216	http://t.co/ISeEZOcwXX Na loja online da Vivo vocÃª compra o novo Samsung Galaxy S5 em atÃ© 12X R$125 sem juros! #ad	bad
454382556276727809	Gostei de um vÃ­deo @YouTube http://t.co/rQUYAjMSgi PODERES REAIS DO MAGNETO | Nerdologia 27	bad
289580872968056834	I have no idea what this car is about but it's awesome. http://t.co/lEaf7Bxx	good
279743032553783296	Josh Brent of Dallas Cowboys attends Jerry Brown memorial - ESPN Dallas -   http://t.co/pK62iQu6	bad
468364466120175617	Enter to win summer fashions from @WallisFashion on @momtrends http://t.co/CZ6vZM87R7 http://t.co/onc8bqQG7d	bad
387863998991179776	Scaricatevi Bariol, ch'è tanto tanto carino. http://t.co/EPMZdmqCuX	good
284492401530269696	Merry Christmas, hockey fans: Here are your 'Funeral Burgers' -   http://t.co/uvBXpaCT	bad
185842534742892544	RT @MichelleShaeffr Blog: Creative Women Can Rocket in Business http://t.co/LXMjciDi	bad
146624843482267648	@EatRealBeWell! @Kris_Carr  Recall my mother talking about the value of kale as a child in Jamaica.Nice to know it's now a 'superfood.'	bad
286688956827979776	Peter Billingsley gets nostalgic about 'A Christmas Story' -  mp3 Download http://t.co/604bAFGw	bad
144866714277003264	Just finished the new twitter for iPhone download and all I can say is I love it so far	good
172314892425117696	Content Marketing: Tips for a No-Fail Strategy http://t.co/RSdWxFdJ via @Inc [Think before you write!] #in	bad
404790948573741056	@BabyBloquita *disowned*	good
399529525173682177	@marinaathegreat acid reflux because of starbucks!!!! Damn!!	good
468373572210003968	I want to win a $50 @LandsEnd Gift Card via @mommainflipflop #giveaway http://t.co/fx8pnkAiH6	bad
431520423810179072	RT @ImageComics: DEAD BODY ROAD is a new revenge story favorite http://t.co/tGoBBLV9nH	bad
468439001331142656	Tomâ€™s of Maine Goodness Circle Announcement - http://t.co/2vfx5r6Pfq via @familyfocusblog	bad
474995761399087104	@abt_programming @StevenGould @Techmog Favorited x1000!	good
427247631245787136	RT @HannahElliott: "I have flat feet, but they don't look atrocious." - Kobe Bryant @Nike #flyknit @kobebryant http://t.co/dGjKIhbnVb	bad
265080290861527042	RT @LukeCross19: "why didn't you do any homework over half term?" http://t.co/p9UjO9tT	good
336352996021633024	Gostei de um vÃ­deo @YouTube http://t.co/MOeuPM6Q1U SINCERO - INTERNET BANDA LARGA	bad
283994275107176448	A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II - by http://t.co/OxqQbvYb	bad
405771976301895680	@muhreeuh24 The other choice M 😜 http://t.co/5YmqfM2LGc	good
468788617628766209	Win a pair of @solrepublic relays headphones Ends 5/22 #giveaway http://t.co/z6EsiI1zZT	bad
409356274501824512	Started the long weekend right! Good night!	good
285219018531540992	Olay Pro-X Advanced Cleansing System, 0.68-Fluid Ounce - by Olay  http://t.co/gxdfXt1p	bad
397872407899545601	Cutest thing some girl had a sign asking Max to be her first kiss 😂😂😂he did it!	good
431205334200643584	RT @HIGH_TIMES_Mag: Check out the #sativa entries to the LA #CannabisCup! #OfficalListVideo—http://t.co/vxvwsCgtoT http://t.co/4cAEAaibuB	bad
295362488390799360	Hamilton Beach 51101B Personal Blender with Travel Lid, Black - by Hamilton Beach	bad
396044271314554880	@BrandiTheWanted Blah I hate fans 😒👊	good
266974964677242880	RT @OnAirWithRyan: .@VictoriasSecret Fashion Show last night was filled with beauty, booty and @JustinBieber! #Beliebers  http://t.co/br ...	good
149860992824774656	@DeniseWakeman's Guest Blogger,Kristy Shaw, expands on the Do's and Don'ts of blogger pitching at http://t.co/bxDVY8nZ	bad
282341687764873216	Winter storm moves through Rocky Mountain region in Utah, Arizona and Colorado -	bad
288326613978980352	PS3 Gran Turismo 5 XL Edition - by Sony Computer Entertainment	bad
281384926551613440	Start making ISK the easy way so you can enjoy playing Eve Online a lot more -   http://t.co/X4xRHUUD	bad
65581817306169344	@dannychoo I think it depends on the series. There are some series that I don't mind watching the dub but the others that I prefer sub	good
469115271618105344	OnionTastic #Giveaway! $250 #Visa card, veggie knife &amp; Boos Board from @vidaliaonions1 &amp; @cookthestory #VisforVidalia http://t.co/Pte2qgyx1O	bad
461599461840404480	http://t.co/os1VBAjz7v Samsung Galaxy S5, cÃ¢mera avanÃ§ada, monitor de batimentos e resistente a Ã¡gua e a poeira. #ad	bad
440358637819527168	RT @RichGlizzy: 😂sitting here talking too my dad, this nigga got all the best jokes http://t.co/jiwqqxLTUH	good
289336872000430081	Lovie Smith expected to interview with Buffalo Bills -   http://t.co/xnCq5sd2	bad
468111918071570432	**New Giveaway! Enter to #win a Canon DSLR Camera! Enter the #giveaway here: http://t.co/fA72oHMJ3M  #Sweepstakes #CanonCamera	bad
367636211277373441	My last tweet was in English because my father can't understand English, of course.	good
257644383501942784	How Much Weight Can You Lose in a Week? via @MensHealthMag http://t.co/cgRG0XT4	bad
294302405758185472	Now YOU Can Easily Turn Your WordPress Posts and Pages Into Converting Machinesand#8230; -   http://t.co/Gi6NH6XG	bad
467655502621442048	#Win a $250 Teavana Gift Card  to try the new Oprah Chai! @babylovingmama @TEAVANA #giveaway #TeavanaOprahChai #ad  http://t.co/HFrWyB55s5	bad
282832954378551296	A Christmas Story [Blu-ray] - Melinda Dillon  http://t.co/RImwvGre	bad
287958673081389056	John Ascuaga remembers Patti Page -   http://t.co/FCubra2Z	bad
393549382613999616	@Michelle_M_74 Thanks Michelle! Xo	good
282424391952916480	Anne Hathaway suffered crisis of conscience working on 'Les Miserables ... -   http://t.co/JmRIz0q1	bad
467417665858846720	WIN a $75 Target GC, picture frame, diapers, wipes &amp; more from @Pampers and @thxmailcarrier! #giveaway #ThanksBaby http://t.co/z3YFylMQAE	bad
429008804798140416	RT @BestCydiaTweaks: Grab your copy of Green7 #cydia theme from @macciti repo. New update coming soon :) http://t.co/syj01XYg3m	bad
394919272570695680	@thewantedbianca You can't sell them. I already contacted them and VIPs are non transferable.	good
282092103721447424	Tuneband for iPhone 4 and iPhone 4S, Grantwood Technology's Armband, Silicone Skin, and Front and Back Sc	bad
171963333132550145	RT @JeffHerring [today's webinar] The Trick To Content That Practically Creates Itself [only for those who open this... http://t.co/0px6uemI	bad
284735353888321537	Down to the fiscal cliff wire, with no solution in sight -	bad
277534423833014272	RT @charliegough_: the camera man fell over hahahahaha	good
188233183022686208	I have never understood how you can "accidentally" fart	good
402552353125335040	Starting to get ready for my trip to North Carolina and realized I don't even own a good jacket anymore, I hope it's not cold	good
414818817026428928	In an effort to stop my allergies I took medication and fell asleep for 12 hours. Good morning!	good
404800238516322306	@BabyBloquita She has it wrapped! So not a good look!	good
425405813113368576	RT @DreamOfMelissa: @Lil_rip_3000 same.. Taking life one step at a time you know..	good
425989724109807616	RT @JournalDuGeek: [News]  Enquête de satisfaction : Apple derrière Samsung derrière Amazon http://t.co/MOj2IRG6Zj	bad
283912204309372928	The real Brothers Grimm were stranger than fiction -	bad
90790683027312640	RT @kids_exercise Other reasons why youth exercise is critical. http://t.co/WzVN9tj #blogboost #blog30	bad
288762875340787713	America lives under the shadow of George W. Bush -   http://t.co/KHv9xGNH	bad
145140225662914560	Good morning all, lets get Friday going so it can be over and start the weekend	good
285220429893881856	Huggies Natural Care Fragrance Free Baby Wipes, 552 Total Wipes 184 Count (Pack of 3), Packaging May Vary http://t.co/qKPBQZNp	bad
465213779887026176	Sta roba fa talmente cagare che il cane ha mollato una scoreggia da urlo #escita	good
469158067830259713	Salazon Organic Chocolate Review and Giveaway - http://t.co/VQXfQrS4i8 via @familyfocusblog	bad
313094873500774400	Gostei de um vÃ­deo @YouTube http://t.co/HBV3O38EWJ Park - Crawling	bad
284332208238497793	NO need for bakery rentals, expensive leases or hassle -   http://t.co/2d0QmE3F	bad
426205273854717952	@DreamOfMelissa dats cool to..	good
282668499648790528	Nature's Way Organic Extra Virgin Coconut Oil, 16 Ounce - by Nature's Way  http://t.co/wf2uQPYh	bad
406863900483678208	RT @SleepIsForRich: this is powerful🙏 RT if you love god http://t.co/OXUQ7QnQf9	good
473063651415306241	http://t.co/ligpUDs8ZB A Intel apoia o Barcelona, melhor time do mundo, porque acredita que a diferenÃ§a vem de dentro. #ad	bad
4033054403	RT @sundeeptibrewal W Buffet says eco has bottomed http://bit.ly/13JyBl	bad
57561747741085696	@Capcom_Unity How cute. ^o^ But why was it only released in Japan?	good
265178137732734977	RT @LiveLoveJelena: Justin lost PAC on his tour bus just 2 weeks after he got him. http://t.co/K9cTU4rj	good
288676368923906049	Hannah Storm Hosts Rose Parade Show: ESPN Anchor Returns, Talks Propane ... -   http://t.co/Ky6vjszk	bad
283566051063648258	Drawing and Sketching Pencil Set In Zippered Carrying Case - by Royal  Langnickel	bad
285219707114622978	The Expendables 2 [DVD + Digital Copy + UltraViolet] - Sylvester Stallone  http://t.co/OVp7MgMD	bad
398984150209675264	RT @BestProAdvice: When you do something good for someone else, don't post it on social media.  Let your good deeds not be something you br…	good
283241314525511680	Singer 1512 Beginners Sewing Kit, 130 pieces - by Singer  http://t.co/NI8MNtJQ	bad
469179959433367552	Spoil Dad on #FathersDay with @MyChicagoSteak #giveaway #enter $50 GC FIVE winners ends 5/30 @rowellreviews http://t.co/V5rYsQra30	bad
182213292608061440	@Bravetank congratulations	good
468478875781971968	Enter to win a $25 #Amazon Gift Code. #sweepstakes #giveaway http://t.co/zfgcd6Sgd3	bad
405649256330960896	You notified us through a phone call and you expected us to come? No invitations, wrong date pa. Your argument's invalid. I want you fired!	good
282423686454202369	Taking Stanley Cup back from NHL; listen to a Newfie NHL Lockout Song (THE ... -   http://t.co/0qNIizNh	bad
171963792295596033	Motivation Mojo-Don't be shy, share your gifts with the world. Think, create and believe in the blessing that is you! via @motivationmama	bad
